id;house_number;street;post_code;city;district;geojson_geometry;post_station_id
948;5;Triberger Straße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2041144, 48.0590708], [8.2043679, 48.0590644], [8.2043547, 48.0588306], [8.2041012, 48.058837], [8.2041144, 48.0590708]]};1
949;39;Friedrichstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2034674, 48.056417], [8.2035935, 48.056445], [8.2036392, 48.0563533], [8.2035132, 48.0563253], [8.2034674, 48.056417]]};1
950;20;Fohrenstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2051649, 48.0563449], [8.2052886, 48.0561949], [8.2051715, 48.0561517], [8.2050477, 48.0563017], [8.2051649, 48.0563449]]};1
959;41;Friedrichstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.203369, 48.0565462], [8.2035463, 48.0565836], [8.2035915, 48.0564881], [8.2034141, 48.0564506], [8.203369, 48.0565462]]};1
1393;2;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2061387, 48.061886], [8.2061189, 48.0618865], [8.2059541, 48.0618912], [8.2059481, 48.0617959], [8.2059971, 48.061795], [8.2061335, 48.0617898], [8.2061387, 48.061886]]};1
1394;3;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2067804, 48.0631646], [8.2067507, 48.0631708], [8.2067574, 48.0631851], [8.2067244, 48.063192], [8.206718, 48.0631783], [8.2066641, 48.0631896], [8.2066174, 48.0630897], [8.2067339, 48.0630654], [8.2067804, 48.0631646]]};1
1396;7;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2063365, 48.063448], [8.2064353, 48.0635392], [8.2065375, 48.0634897], [8.2064387, 48.0633986], [8.2063365, 48.063448]]};1
1397;1;Schlossersmühle;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2053571, 48.0633044], [8.2052661, 48.0630226], [8.205249, 48.0630254], [8.2051554, 48.0630382], [8.2051061, 48.0630457], [8.2051971, 48.0633274], [8.2053571, 48.0633044]]};1
1398;1;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.206202, 48.0635519], [8.2063032, 48.0635049], [8.20625, 48.0634537], [8.2061621, 48.0634946], [8.2061488, 48.0635007], [8.206202, 48.0635519]]};1
1423;5a;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2054654, 48.0650739], [8.2053524, 48.065072], [8.2053496, 48.0651495], [8.2053487, 48.0651744], [8.2053484, 48.0651823], [8.2053797, 48.0651828], [8.2054614, 48.0651841], [8.2054654, 48.0650739]]};1
1424;6;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2054322, 48.0655507], [8.2055952, 48.065573], [8.2056226, 48.0654837], [8.205508, 48.065468], [8.2055109, 48.0654579], [8.2054618, 48.0654529], [8.2054322, 48.0655507]]};1
1425;21;Wendelhofstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2108303, 48.0660248], [8.21083, 48.0660272], [8.2107724, 48.0660235], [8.2107559, 48.0661377], [8.2108138, 48.0661414], [8.2108119, 48.0661542], [8.2111305, 48.0661748], [8.2111258, 48.0662074], [8.2112618, 48.0662162], [8.2112852, 48.0660543], [8.2108303, 48.0660248]]};1
1426;15;Wendelhofstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2098824, 48.0660699], [8.2098617, 48.0661909], [8.2098595, 48.0662036], [8.2100634, 48.0662191], [8.2100863, 48.0660855], [8.2098824, 48.0660699]]};1
1427;14;Wendelhofstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2098971, 48.0658316], [8.2103477, 48.0659015], [8.2104065, 48.0657325], [8.2099558, 48.0656626], [8.2098971, 48.0658316]]};1
1428;8;Wendelhofstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2073937, 48.0652036], [8.2073127, 48.0653574], [8.2077688, 48.0654646], [8.2078497, 48.0653108], [8.2073937, 48.0652036]]};1
1429;2b;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2060446, 48.0653373], [8.2059899, 48.0655591], [8.2061852, 48.0655806], [8.2061884, 48.0655677], [8.2062398, 48.0653588], [8.2060446, 48.0653373]]};1
1430;3b;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2050797, 48.0641775], [8.2049815, 48.064224], [8.2050637, 48.0643015], [8.2051618, 48.064255], [8.2050797, 48.0641775]]};1
1431;1;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2054143, 48.061319], [8.2053175, 48.0613259], [8.2053245, 48.06137], [8.2052933, 48.0613722], [8.2053026, 48.0614307], [8.2054306, 48.0614216], [8.2054143, 48.061319]]};1
1432;15;Triberger Straße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2049655, 48.0615368], [8.2048059, 48.0615548], [8.2048217, 48.0616172], [8.2043612, 48.0616692], [8.2043889, 48.0617784], [8.2048479, 48.0617266], [8.204862, 48.0617823], [8.205023, 48.0617641], [8.2049655, 48.0615368]]};1
1433;18;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2082496, 48.0647008], [8.2083267, 48.0646388], [8.2083548, 48.0646544], [8.2083733, 48.0646647], [8.208391, 48.0646505], [8.2084476, 48.064682], [8.2084325, 48.064694], [8.2084485, 48.0647029], [8.2084829, 48.064722], [8.2084031, 48.0647861], [8.2082496, 48.0647008]]};1
1434;6;Wendelhofstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2068839, 48.0648797], [8.2068202, 48.0647476], [8.2068088, 48.0647408], [8.2067987, 48.0647202], [8.2068048, 48.0647108], [8.2067934, 48.064679], [8.2067726, 48.0646732], [8.2067659, 48.0646525], [8.2067726, 48.0646431], [8.2067592, 48.0646059], [8.2068071, 48.0645956], [8.206793, 48.0645611], [8.2069057, 48.0645396], [8.2069158, 48.0645562], [8.2070559, 48.064528], [8.2070854, 48.0645454], [8.2071652, 48.064726], [8.2072115, 48.0647404], [8.2072316, 48.0647395], [8.2072477, 48.0647735], [8.2073965, 48.064739], [8.2073798, 48.0646987], [8.2075544, 48.0646607], [8.2075922, 48.0646525], [8.2076083, 48.0646366], [8.2076482, 48.0646465], [8.2077907, 48.0646154], [8.2078141, 48.0646557], [8.2078653, 48.064644], [8.2079306, 48.0646743], [8.2079544, 48.0647249], [8.2080108, 48.064845], [8.2077553, 48.0649001], [8.2077352, 48.0648567], [8.2074797, 48.0649109], [8.2074844, 48.0649216], [8.2071769, 48.0649857], [8.2070237, 48.0649303], [8.2070321, 48.0649203], [8.207016, 48.0648853], [8.2069443, 48.0649001], [8.2068839, 48.0648797]]};1
1435;2;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2068818, 48.0658247], [8.2067663, 48.0656872], [8.2068765, 48.0656458], [8.2069364, 48.0657172], [8.206961, 48.0657464], [8.20705, 48.065713], [8.2071172, 48.0657929], [8.2069982, 48.0658376], [8.2069621, 48.0657945], [8.2069021, 48.0658171], [8.2068818, 48.0658247]]};1
1436;2a;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2073267, 48.0659827], [8.2073379, 48.0659359], [8.2074164, 48.0659443], [8.2074255, 48.0659062], [8.2075827, 48.0659229], [8.2075729, 48.0659638], [8.20765, 48.065972], [8.2076276, 48.066066], [8.2075501, 48.0660578], [8.2075549, 48.0660375], [8.2075143, 48.0660332], [8.2075214, 48.0660034], [8.2073267, 48.0659827]]};1
1437;5;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2054531, 48.0654156], [8.2054599, 48.0653874], [8.2055087, 48.0653925], [8.2055165, 48.0653594], [8.2055265, 48.065315], [8.2056952, 48.0653322], [8.2056771, 48.0654113], [8.2056527, 48.0654088], [8.2056466, 48.0654354], [8.2055516, 48.0654257], [8.20547, 48.0654173], [8.2054531, 48.0654156]]};1
1438;7;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2053447, 48.0657975], [8.2053655, 48.0656873], [8.2054124, 48.06569], [8.2054131, 48.0656703], [8.2054466, 48.0656725], [8.2054587, 48.0656228], [8.2055525, 48.0656331], [8.2055378, 48.0657075], [8.2055063, 48.0657034], [8.2055029, 48.0657155], [8.2054546, 48.0657142], [8.2054406, 48.0658051], [8.2053447, 48.0657975]]};1
1439;21;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2133879, 48.0665484], [8.2134754, 48.0663951], [8.2135911, 48.0664246], [8.2135036, 48.0665779], [8.2133879, 48.0665484]]};1
1440;3;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2054653, 48.0647489], [8.2054439, 48.064726], [8.205462, 48.0647184], [8.2054356, 48.0646902], [8.2055497, 48.0646425], [8.2055975, 48.0646936], [8.2054653, 48.0647489]]};1
1441;4;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2054653, 48.0647489], [8.2055975, 48.0646936], [8.2056463, 48.0647461], [8.2055337, 48.0647935], [8.205508, 48.0647663], [8.2054894, 48.0647741], [8.2054653, 48.0647489]]};1
1442;12;Triberger Straße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2057909, 48.0632507], [8.2057632, 48.0631391], [8.2057135, 48.0631446], [8.2056967, 48.0630767], [8.2058892, 48.0630553], [8.2059338, 48.0632349], [8.2057909, 48.0632507]]};1
1443;14;Triberger Straße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2058163, 48.0633532], [8.2057909, 48.0632507], [8.2059338, 48.0632349], [8.2059566, 48.0633391], [8.2058163, 48.0633532]]};1
1444;1/1;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2063194, 48.0637034], [8.2062457, 48.0636213], [8.2063148, 48.0635936], [8.2063513, 48.0636343], [8.2063827, 48.0636217], [8.2064001, 48.0636411], [8.2064434, 48.0636237], [8.2064631, 48.0636457], [8.2063194, 48.0637034]]};1
1445;1/2;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2064789, 48.0639622], [8.206466, 48.0639155], [8.2065399, 48.0639057], [8.2065745, 48.0639027], [8.2065773, 48.063914], [8.2066005, 48.0639114], [8.2066095, 48.0639478], [8.2065961, 48.0639493], [8.2064789, 48.0639622]]};1
1446;1/3;Hinterschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2065071, 48.0640524], [8.2064789, 48.0639622], [8.2065961, 48.0639493], [8.2066237, 48.0640359], [8.2065071, 48.0640524]]};1
1447;9;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2066654, 48.0637289], [8.2066176, 48.0636442], [8.2066688, 48.0636313], [8.2066627, 48.0636205], [8.2067109, 48.0636084], [8.2067554, 48.0636767], [8.2067697, 48.0637025], [8.2066654, 48.0637289]]};1
1448;15;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2070003, 48.0641634], [8.2069569, 48.0640875], [8.2070018, 48.0640761], [8.2069891, 48.0640538], [8.2070189, 48.0640462], [8.2070223, 48.0640521], [8.2070683, 48.0640404], [8.207121, 48.0641325], [8.2070003, 48.0641634]]};1
1449;2;Wendelhofstraße;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2066329, 48.0642612], [8.2066033, 48.0641677], [8.2067749, 48.0641434], [8.2067956, 48.0642087], [8.2067566, 48.0642142], [8.2067656, 48.0642424], [8.2066329, 48.0642612]]};1
1450;17;Vorderschützenbach;78120;Furtwangen im Schwarzwald;2;{'type': 'LineString', 'coordinates': [[8.2071609, 48.0643228], [8.2071126, 48.0642421], [8.207157, 48.0642302], [8.2071475, 48.0642144], [8.2071855, 48.0642042], [8.207189, 48.0642101], [8.2072291, 48.0641994], [8.2072834, 48.0642901], [8.2071609, 48.0643228]]};1
