id;house_number;street;post_code;city;district;geojson_geometry;post_station_id
101;33;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1943755, 48.0457231]};1
102;35;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1946315, 48.0457828]};1
103;37;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1947403, 48.0458122]};1
104;4;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1942509, 48.0454817]};1
105;6;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1945371, 48.0455447]};1
106;64;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1942785, 48.0451417]};1
107;66;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1941451, 48.0451246]};1
108;8;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1946951, 48.0455739]};1
109;82;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1922534, 48.0451689]};1
110;88;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1915477, 48.0452824]};1
111;18;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1959635, 48.0460127]};1
112;20;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1960913, 48.0460882]};1
113;22;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1962686, 48.0462676]};1
114;24;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1963273, 48.0463472]};1
115;26;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1963785, 48.0465334]};1
116;28;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1963557, 48.0466389]};1
117;14;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1894461, 48.0479167]};1
118;16;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1893331, 48.0479727]};1
119;25;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1880025, 48.0481856]};1
120;27;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1876809, 48.0481978]};1
121;29;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1873594, 48.04821]};1
122;28;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1858933, 48.0485104]};1
123;30;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1858077, 48.0485095]};1
124;32;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.185722, 48.0485085]};1
125;34;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1856364, 48.0485076]};1
126;36;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1855507, 48.0485066]};1
127;37a;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1865514, 48.0488025]};1
128;37b;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1863394, 48.0488372]};1
129;37c;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1861442, 48.0488645]};1
130;1;Barbaraweg;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1886405, 48.0489938]};1
131;10;Hebelstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1964619, 48.0479994]};1
132;12;Hebelstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1963311, 48.0479983]};1
133;17;Weiherstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1944435, 48.0482231]};1
134;19;Weiherstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1943764, 48.0482559]};1
135;11;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1957653, 48.0489068]};1
136;11;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1958948, 48.0483274]};1
137;13;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1956, 48.0489688]};1
138;13;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1957585, 48.0483594]};1
139;15;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1954574, 48.0484555]};1
140;17;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1950366, 48.049216]};1
141;17;Ilbenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1958249, 48.0495832]};1
142;17;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1953668, 48.0485019]};1
143;19;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1949328, 48.0492792]};1
144;19;Ilbenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1957359, 48.0496636]};1
145;19;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1950604, 48.0486397]};1
146;20;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1943928, 48.0492245]};1
147;21;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1946147, 48.049429]};1
148;21;Ilbenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1955612, 48.0498069]};1
149;21;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1949511, 48.0486976]};1
150;22;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1942738, 48.0492756]};1
151;23;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1945059, 48.049483]};1
152;23;Ilbenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1954912, 48.0498724]};1
153;23;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1946988, 48.0488015]};1
154;25;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1946014, 48.0488443]};1
155;27;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1943464, 48.048956]};1
156;29;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1942236, 48.0490122]};1
157;3;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.196709, 48.0487681]};1
158;31;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1941215, 48.0490401]};1
159;5;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1965562, 48.0487639]};1
160;7;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1961667, 48.0487943]};1
161;7;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1963101, 48.0482877]};1
162;9;Eichendorffstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1960255, 48.048832]};1
163;9;Laulestraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1961771, 48.0483019]};1
164;1;Ahornweg;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1908798, 48.0540392]};1
165;16;Ganterhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1907085, 48.0540356]};1
168;16;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2008545, 48.0487146]};1
169;18;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.200652, 48.0486911]};1
170;22;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1996443, 48.0487814]};1
171;24;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.199361, 48.0483173]};1
172;26;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1991816, 48.0481995]};1
173;28;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1989031, 48.048036]};1
174;15;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1995925, 48.0481039]};1
175;15a;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1993612, 48.0479839]};1
177;10;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2014295, 48.0504539]};1
178;12;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2013412, 48.0505038]};1
179;14;Eigenheimweg;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2008312, 48.0511706]};1
180;14;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.201205, 48.050607]};1
181;16;Eigenheimweg;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2008938, 48.051142]};1
182;16;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2011107, 48.0506596]};1
183;2;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2018545, 48.0501797]};1
184;20;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2008306, 48.0509041]};1
185;22;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2007515, 48.0509379]};1
186;4;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2017482, 48.0502483]};1
187;6;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.20162, 48.0503168]};1
188;8;Hans-Thoma-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2015417, 48.050372]};1
189;12;Bühlhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.201649, 48.0498995]};1
190;14;Bühlhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2017567, 48.0499488]};1
191;21;Bühlhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2013988, 48.0500704]};1
192;7;Bühlhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.201334, 48.0497769]};1
193;11;Gartenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2024903, 48.0497292]};1
194;13;Gartenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2023028, 48.0497528]};1
195;16;Gartenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2030814, 48.049958]};1
196;18;Gartenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2029504, 48.0499182]};1
197;2;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2026919, 48.0492174]};1
198;2;Rabenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2028893, 48.0495039]};1
199;4;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2025876, 48.0491721]};1
200;4;Rabenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2027671, 48.0494882]};1
201;6;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2025086, 48.0491307]};1
202;6;Rabenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2025688, 48.0494405]};1
203;8;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2022041, 48.048978]};1
204;8;Rabenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2024804, 48.0494285]};1
288;15;Hebelstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1959385, 48.0476843]};1
301;21;Martin-Blessing-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1924024, 48.0518997]};1
302;1/1;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1913429, 48.045771]};1
303;86;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1916353, 48.0452636]};1
304;80;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1923152, 48.045156]};1
305;36;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1984133, 48.0477686]};1
306;34;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1985192, 48.0478466]};1
322;8/1;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2022555, 48.0489941]};1
327;36;Bismarckstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.203209, 48.0542305]};1
330;39;Bismarckstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2027316, 48.0557131]};1
331;37;Bismarckstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2026887, 48.0554388]};1
332;31;Bismarckstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2028282, 48.0548597]};1
333;29;Bismarckstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2028255, 48.0548042]};1
356;3;Am Straßberg;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1999836, 48.0494253]};1
359;11;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2004839, 48.048086]};1
360;10;Jahnstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.200787, 48.0476861]};1
370;48;Bismarckstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.2030481, 48.0553671]};1
371;10;Ludwig-Zier-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1952697, 48.0534344]};1
372;22;Hans-Frank-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'Point', 'coordinates': [8.1977373, 48.053481]};1
379;29;Rabenstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1975181, 48.0500778], [8.1979286, 48.0499298], [8.1978468, 48.0498284], [8.1975319, 48.0499419], [8.1975244, 48.0499327], [8.1974288, 48.0499671], [8.1975181, 48.0500778]]};1
383;1;Ganterhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1915005, 48.0530924], [8.1913162, 48.0529005], [8.1910505, 48.0530144], [8.1912348, 48.0532064], [8.1915005, 48.0530924]]};1
385;20;Jahnstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1991829, 48.0473597], [8.1993532, 48.0470156], [8.1994972, 48.0470496], [8.1993757, 48.0473256], [8.1996557, 48.0474562], [8.1995594, 48.0475471], [8.1991829, 48.0473597]]};1
386;6;Friedhofweg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1994476, 48.0541492], [8.1993419, 48.0541882], [8.1993369, 48.0542077], [8.1993388, 48.0542156], [8.1993521, 48.0542267], [8.1993676, 48.0542308], [8.1993849, 48.0542317], [8.1994853, 48.0541949], [8.1994796, 48.054188], [8.1994973, 48.054178], [8.1994795, 48.054155], [8.1994558, 48.0541591], [8.1994476, 48.0541492]]};1
387;4;Friedhofweg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.2031162, 48.0517503], [8.2030092, 48.051671], [8.2031139, 48.0516079], [8.2031084, 48.0516038], [8.2031545, 48.051576], [8.2032671, 48.0516595], [8.2031162, 48.0517503]]};1
400;2;Werderstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.2031614, 48.0556365], [8.2036062, 48.055711], [8.2036437, 48.0556072], [8.2035122, 48.055585], [8.2033336, 48.0555555], [8.203199, 48.0555328], [8.2031614, 48.0556365]]};1
405;4;Hans-Frank-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1949441, 48.0530103], [8.1948798, 48.0529533], [8.1949926, 48.0528969], [8.195038, 48.0529369], [8.1950567, 48.0529537], [8.1949441, 48.0530103]]};1
406;6;Hans-Frank-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1952273, 48.0528968], [8.195223, 48.0528904], [8.1951907, 48.0528419], [8.1951741, 48.052817], [8.1953013, 48.0527792], [8.1953545, 48.052859], [8.1952273, 48.0528968]]};1
407;12;Hans-Frank-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1961395, 48.052825], [8.1961952, 48.0527422], [8.1963148, 48.0527781], [8.1962945, 48.0528092], [8.1962607, 48.0528614], [8.1961395, 48.052825]]};1
408;14;Hans-Frank-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1964744, 48.0530259], [8.1965511, 48.0529922], [8.1966835, 48.052934], [8.1967491, 48.0530007], [8.196521, 48.0531011], [8.1964553, 48.0530343], [8.1964744, 48.0530259]]};1
414;24;Albert-Schweitzer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.2000167, 48.0500766], [8.200092, 48.0500752], [8.2000937, 48.0501158], [8.2003468, 48.0501108], [8.2003574, 48.0503545], [8.2002169, 48.0503572], [8.2002135, 48.0502795], [8.2001433, 48.0502809], [8.2001455, 48.0503332], [8.200028, 48.0503354], [8.2000167, 48.0500766]]};1
415;56;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1836441, 48.04897], [8.1836312, 48.0490653], [8.1838621, 48.0490793], [8.1838699, 48.049022], [8.1838089, 48.0490183], [8.1838141, 48.0489802], [8.1836441, 48.04897]]};1
420;50;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1842032, 48.0487107], [8.1840096, 48.0487011], [8.1839991, 48.0487964], [8.1841927, 48.048806], [8.1842032, 48.0487107]]};1
421;2;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1839457, 48.0461904], [8.1839873, 48.0459903], [8.1842333, 48.0460132], [8.1841917, 48.0462132], [8.1839457, 48.0461904]]};1
422;3;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1811533, 48.0465337], [8.1812969, 48.0463534], [8.1814652, 48.0464133], [8.1813216, 48.0465936], [8.1811533, 48.0465337]]};1
423;14;Carl-Diem-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1934162, 48.0446708], [8.1934169, 48.0444753], [8.1935524, 48.0444755], [8.1935521, 48.044569], [8.1936275, 48.0445692], [8.1936277, 48.0445046], [8.1937567, 48.0445048], [8.193756, 48.0446949], [8.1936229, 48.0446947], [8.193623, 48.0446712], [8.1934162, 48.0446708]]};1
424;23;Carl-Diem-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1937421, 48.0442242], [8.1938663, 48.0442235], [8.1938654, 48.0441571], [8.1939444, 48.0441566], [8.1939457, 48.0442509], [8.194082, 48.0442501], [8.1940795, 48.0440586], [8.1938695, 48.0440598], [8.1938691, 48.0440374], [8.1937396, 48.0440382], [8.1937421, 48.0442242]]};1
425;18;Carl-Diem-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1924095, 48.0446444], [8.1926112, 48.0446527], [8.1926091, 48.0446785], [8.1927417, 48.0446856], [8.1927633, 48.0444961], [8.1926423, 48.0444885], [8.19263, 48.0445505], [8.1925554, 48.0445443], [8.1925639, 48.0444523], [8.1924325, 48.0444472], [8.1924095, 48.0446444]]};1
427;9;Kohlheppstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1911671, 48.0489465], [8.1911044, 48.048878], [8.1912057, 48.0488365], [8.1911983, 48.0488285], [8.191253, 48.0488061], [8.1913201, 48.0488794], [8.1912671, 48.0489011], [8.19127, 48.0489043], [8.1911671, 48.0489465]]};1
428;6;Colne Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1958582, 48.0549035], [8.1960746, 48.0545588], [8.1958221, 48.0544886], [8.1958635, 48.0544182], [8.1956723, 48.0543619], [8.1955917, 48.0545039], [8.1954711, 48.0545424], [8.1952708, 48.054485], [8.1951716, 48.054642], [8.1950533, 48.0546096], [8.1951829, 48.0544034], [8.1950615, 48.0543715], [8.1951068, 48.0543066], [8.1952183, 48.054338], [8.1952654, 48.0542683], [8.195126, 48.0542295], [8.1950936, 48.0542204], [8.1949911, 48.0541918], [8.194777, 48.0545339], [8.1948791, 48.0545592], [8.1948313, 48.0546341], [8.1950932, 48.0547097], [8.1951029, 48.0546943], [8.1952169, 48.0547267], [8.1952294, 48.0547239], [8.195329, 48.0547508], [8.195289, 48.0548147], [8.1951874, 48.0547877], [8.1951029, 48.0549216], [8.1951995, 48.0549498], [8.1953964, 48.0550073], [8.1954188, 48.0550139], [8.1955485, 48.0548126], [8.1958582, 48.0549035]]};1
429;1;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1858678, 48.0451519], [8.1860682, 48.0451934], [8.1861421, 48.0450341], [8.1859418, 48.0449925], [8.1858678, 48.0451519]]};1
430;9;Carl-Diem-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1955888, 48.0448708], [8.195719, 48.04472], [8.1958304, 48.0447623], [8.1956995, 48.0449136], [8.1955888, 48.0448708]]};1
431;8;Kohlheppstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1904052, 48.0489252], [8.1905871, 48.0489565], [8.1906204, 48.0488699], [8.1906294, 48.0488465], [8.1904475, 48.0488152], [8.1904052, 48.0489252]]};1
432;11;Zum Döbele;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1969666, 48.0431367], [8.1972429, 48.0430448], [8.1971497, 48.0429195], [8.1968734, 48.0430113], [8.1969666, 48.0431367]]};1
